"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 강원특별자치도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"60","강원특별자치도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","84.9900","202606","17","23,800","-","10","개인","개인","2005","경강로2539번길 22","-","중개거래","강원 강릉시","-"
"61","강원특별자치도 강릉시 내곡동","476","0476","0000","내곡한라","59.9700","202606","17","15,400","-","14","개인","개인","1997","강변로 114","-","중개거래","강원 강릉시","-"
"62","강원특별자치도 원주시 반곡동","1894-2","1894","0002","힐데스하임5단지","84.9593","202606","17","41,700","-","18","개인","개인","2015","혁신로 91","-","중개거래","강원 원주시","-"
"63","강원특별자치도 원주시 우산동","157","0157","0000","덕원","57.8400","202606","17","7,900","-","9","개인","개인","1992","원문로100번길 90","-","중개거래","강원 원주시","-"
"64","강원특별자치도 원주시 우산동","823","0823","0000","한라비발디2차","74.6300","202606","17","23,300","-","11","개인","개인","2014","봉화로 231","-","중개거래","강원 원주시","-"
"65","강원특별자치도 춘천시 우두동","1089","1089","0000","춘천우두이지더원시그니처","84.9667","202606","17","38,300","-","1","개인","개인","2021","우두1길 70","-","중개거래","강원 춘천시","-"
"66","강원특별자치도 고성군 간성읍 신안리","111","0111","0000","고성삼익레스타운","39.3600","202606","17","7,700","-","10","개인","개인","1998","남천마루2길 6","-","직거래","-","-"
"67","강원특별자치도 춘천시 후평동","845-1","0845","0001","세경3차아파트","49.6800","202606","17","6,000","-","6","개인","개인","1991","삭주로 125","-","직거래","-","-"
"68","강원특별자치도 삼척시 정상동","457-3","0457","0003","석미","56.9700","202606","17","8,300","-","5","개인","개인","1998","청석로 78","-","직거래","-","-"
"69","강원특별자치도 춘천시 후평동","904","0904","0000","춘천더샵","84.9129","202606","17","32,000","-","18","개인","개인","2008","후석로 325","-","중개거래","강원 춘천시","-"
"70","강원특별자치도 강릉시 입암동","90-5","0090","0005","은하","39.8500","202606","17","6,500","-","3","개인","개인","2001","월대산로 47","-","직거래","-","-"
"71","강원특별자치도 춘천시 퇴계동","1052","1052","0000","퇴계이안","84.9877","202606","17","33,500","-","9","개인","개인","2007","영서로 2169","-","중개거래","강원 춘천시","-"
"72","강원특별자치도 속초시 조양동","1501","1501","0000","부영5","50.0000","202606","17","12,800","-","13","개인","개인","1995","청대로204번길 40","-","중개거래","강원 속초시","-"
"73","강원특별자치도 원주시 판부면 서곡리","592","0592","0000","거장2차아파트","27.3600","202606","17","6,000","-","9","개인","개인","2002","남원로 223","-","중개거래","강원 원주시","-"
"74","강원특별자치도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","30.2400","202606","17","5,500","-","3","개인","개인","1999","연주로 132","-","중개거래","강원 강릉시","-"
"75","강원특별자치도 홍천군 홍천읍 연봉리","468-1","0468","0001","청솔","59.8100","202606","17","10,500","-","2","개인","개인","2000","연봉서로 46","-","중개거래","강원 홍천군","-"
"76","강원특별자치도 춘천시 효자동","63-12","0063","0012","낙원","83.1600","202606","16","10,600","-","1","개인","개인","1988","춘천로138번길 16","-","중개거래","강원 춘천시","-"
"77","강원특별자치도 원주시 반곡동","1822-11","1822","0011","원주혁신도시제일풍경채센텀포레","91.4007","202606","16","43,000","-","15","개인","개인","2023","배울로 154","-","중개거래","강원 원주시","-"
"78","강원특별자치도 삼척시 정상동","457-1","0457","0001","청솔1차","59.8500","202606","16","9,600","-","12","개인","개인","2002","청석로 64","-","중개거래","강원 삼척시","-"
"79","강원특별자치도 삼척시 교동","788","0788","0000","교동지웰","59.8194","202606","16","21,500","-","9","개인","개인","2018","동해대로 4183","-","중개거래","강원 삼척시","-"
"80","강원특별자치도 동해시 이도동","302-6","0302","0006","강변","35.9250","202606","16","4,200","-","3","개인","개인","1996","전천로 175-24","-","중개거래","강원 동해시","26.06.16"
"81","강원특별자치도 원주시 명륜동","376","0376","0000","단구1단지","39.6300","202606","16","7,150","-","1","개인","개인","1988","남원로527번길 61","-","중개거래","강원 원주시","-"
"82","강원특별자치도 태백시 황지동","844","0844","0000","중앙하이츠","70.4800","202606","16","17,000","104","7","개인","개인","2011","대학길 80","-","직거래","-","26.06.17"
"83","강원특별자치도 홍천군 홍천읍 갈마곡리","549","0549","0000","홍천오드카운티","59.9747","202606","16","26,000","-","6","개인","개인","2016","갈마로11길 33","-","중개거래","강원 홍천군","-"
"84","강원특별자치도 춘천시 동내면 거두리","939-2","0939","0002","부영3차","59.8404","202606","16","18,700","-","2","개인","개인","2003","춘천순환로94번길 12","-","중개거래","강원 춘천시","-"
"85","강원특별자치도 강릉시 주문진읍 주문리","1586","1586","0000","주문진삼부르네상스","75.2710","202606","16","28,500","-","9","개인","개인","2021","철둑길 45-11","-","중개거래","강원 강릉시","-"
"86","강원특별자치도 춘천시 칠전동","529-2","0529","0002","춘천칠전사랑으로부영","59.9381","202606","16","18,800","-","12","개인","개인","2012","칠전서길 45","-","중개거래","강원 춘천시","-"
"87","강원특별자치도 춘천시 퇴계동","1031","1031","0000","뜨란채","84.9400","202606","16","26,800","-","9","개인","개인","2006","승지골길16번길 47","-","중개거래","강원 춘천시","-"
"88","강원특별자치도 삼척시 정상동","457-3","0457","0003","석미","39.8700","202606","16","6,000","105","8","개인","개인","1998","청석로 78","-","중개거래","강원 삼척시","26.06.16"
"89","강원특별자치도 동해시 발한동","801","0801","0000","현대비에스앤씨현대썬앤빌동해파크힐","59.8993","202606","16","22,000","104동","8","개인","개인","2018","지리골길 31","-","직거래","-","26.06.16"
"90","강원특별자치도 인제군 인제읍 합강리","370","0370","0000","인제양우내안애아파트","84.7512","202606","16","35,000","-","5","개인","개인","2020","인제로 258","-","직거래","-","-"
"91","강원특별자치도 춘천시 퇴계동","1041","1041","0000","유승한내들","84.9561","202606","16","33,000","-","14","개인","개인","2006","퇴계로 108","-","중개거래","강원 춘천시","-"
"92","강원특별자치도 원주시 단구동","1684-1","1684","0001","청솔4차","58.6500","202606","16","9,300","-","8","개인","개인","2001","단구로 416","-","직거래","-","-"
"93","강원특별자치도 원주시 반곡동","1812-1","1812","0001","중흥에스클래스","115.7602","202606","16","49,000","1205동","6","개인","개인","2019","혁신로 405","-","중개거래","강원 원주시","26.06.16"
"94","강원특별자치도 원주시 단구동","1682-3","1682","0003","현진에버빌6차","84.9770","202606","16","26,250","-","4","개인","개인","2006","단구로 411","-","중개거래","강원 원주시","-"
"95","강원특별자치도 삼척시 정상동","473","0473","0000","현진에버빌","84.9990","202606","16","34,800","-","1","개인","개인","2005","정상로 35","-","중개거래","강원 삼척시","-"
"96","강원특별자치도 춘천시 후평동","912","0912","0000","춘천후평우미린뉴시티","68.6180","202606","16","38,800","-","23","개인","개인","2021","보안길 36","-","중개거래","강원 춘천시","-"
"97","강원특별자치도 원주시 단계동","1184","1184","0000","원주봉화산푸르지오","72.8686","202606","16","33,500","-","19","개인","개인","2017","봉화서부로 11","-","중개거래","강원 원주시","-"
"98","강원특별자치도 삼척시 정상동","457-1","0457","0001","청솔1차","59.8500","202606","16","9,500","-","9","개인","개인","2002","청석로 64","-","중개거래","강원 삼척시","-"
"99","강원특별자치도 원주시 단계동","807-1","0807","0001","세경3차","59.7600","202606","16","8,000","-","1","개인","개인","1996","백간길 63","-","직거래","-","-"
"100","강원특별자치도 홍천군 홍천읍 연봉리","497","0497","0000","연봉아이파크","84.8117","202606","16","26,800","-","4","개인","개인","2006","남산마을길 13-1","-","중개거래","강원 홍천군","-"
"101","강원특별자치도 강릉시 회산동","610","0610","0000","강릉회산한신더휴","84.9610","202606","16","34,000","-","4","개인","개인","2019","회산로 313","-","중개거래","강원 강릉시","-"
"102","강원특별자치도 원주시 지정면 가곡리","1470-1","1470","0001","원주기업도시유보라아이비파크2단지(2-2블록)","59.9833","202606","15","21,000","201동","7","개인","개인","2019","조엄로 397","-","직거래","-","26.06.16"
"103","강원특별자치도 동해시 동회동","442","0442","0000","현대4차","84.5525","202606","15","15,800","-","4","개인","개인","1998","청운1길 29","-","중개거래","강원 동해시","-"
"104","강원특별자치도 양양군 양양읍 내곡리","263","0263","0000","한양수자인","84.9283","202606","15","27,800","-","10","개인","개인","2020","한고개길 31-46","-","중개거래","강원 양양군","-"
"105","강원특별자치도 원주시 태장동","1040-8","1040","0008","대흥2","59.9400","202606","15","7,500","-","8","개인","개인","1995","흥양로 30","-","중개거래","강원 원주시","-"
"106","강원특별자치도 원주시 봉산동","1201-2","1201","0002","동신","84.4800","202606","15","17,500","-","8","개인","개인","1998","행구로 102","-","중개거래","강원 원주시","-"
