"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"99","대구광역시 수성구 신매동","30-5","0030","0005","시지효성백년가약1단지","129.5670","202606","15","76,900","-","8","개인","개인","2008","달구벌대로 3280","-","중개거래","대구 동구, 대구 수성구","-"
"100","대구광역시 달서구 월성동","120","0120","0000","월성푸르지오","84.9232","202606","15","45,100","-","14","개인","개인","2008","조암로6길 20","-","중개거래","대구 달서구","-"
"101","대구광역시 달성군 다사읍 세천리","1566-1","1566","0001","다사세천한라비발디","84.9600","202606","15","32,500","-","19","개인","개인","2016","세천로 187","-","중개거래","대구 달성군","-"
"102","대구광역시 달성군 옥포읍 교항리","2984","2984","0000","옥포지구서한이다음","59.9900","202606","15","18,400","-","7","개인","개인","2020","돌미로6길 5","-","직거래","-","-"
"103","대구광역시 달서구 진천동","843","0843","0000","진천역라온프라이빗센텀","68.9202","202606","15","49,700","-","39","개인","개인","2022","진천로16길 26","-","중개거래","대구 달서구","-"
"104","대구광역시 달서구 유천동","605","0605","0000","현대아이파크","84.9701","202606","15","49,800","-","24","개인","개인","2015","조암남로 182","-","중개거래","대구 달서구","-"
"105","대구광역시 달성군 유가읍 봉리","595","0595","0000","대구테크노폴리스화성파크드림","84.9398","202606","15","29,800","-","2","개인","개인","2016","테크노북로 165","-","중개거래","대구 달성군","-"
"106","대구광역시 달서구 월성동","500-7","0500","0007","월성화성타운","84.9300","202606","15","19,000","-","14","개인","개인","1991","학산로2길 27","-","중개거래","대구 달서구","-"
"107","대구광역시 달성군 가창면 용계리","465","0465","0000","가창중석타운","59.9800","202606","15","13,900","-","1","개인","개인","1997","가창로 1008","-","중개거래","대구 달성군","-"
"108","대구광역시 달성군 유가읍 봉리","605","0605","0000","호반베르디움","73.9728","202606","15","25,600","-","1","개인","개인","2016","테크노대로5길 58","-","중개거래","대구 달성군","-"
"109","대구광역시 달성군 화원읍 구라리","1650","1650","0000","대곡역래미안","84.5958","202606","15","32,400","-","23","개인","개인","2007","비슬로539길 35","-","중개거래","대구 달성군","-"
"110","대구광역시 달성군 다사읍 죽곡리","818","0818","0000","대실역리슈빌3단지","84.9837","202606","14","43,000","-","7","개인","개인","2012","대실역남로 33","-","중개거래","대구 달성군","-"
"111","대구광역시 달서구 상인동","1596","1596","0000","상인화성파크드림1단지","84.9900","202606","14","42,000","-","10","개인","개인","2010","송현로7길 10","-","중개거래","대구 달서구","-"
"112","대구광역시 달성군 화원읍 본리리","113-1","0113","0001","대구본리그린빌","59.8800","202606","14","16,000","-","9","개인","개인","2003","명천로 57","-","중개거래","대구 달성군","-"
