"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"69","세종특별자치시  해밀동","649","0649","0000","해밀마을1단지","112.3000","202606","11","91,500","-","16","개인","개인","2020","해밀3로 32","-","직거래","-","-"
"70","세종특별자치시  종촌동","697","0697","0000","가재마을9단지","96.2830","202606","11","68,000","-","7","개인","개인","2014","도움1로 55","-","중개거래","대전 유성구, 세종","-"
"71","세종특별자치시  종촌동","654","0654","0000","가재마을11단지","84.8154","202606","11","55,900","-","13","개인","개인","2013","도움3로 75","-","중개거래","세종","-"
"72","세종특별자치시  집현동","1185","1185","0000","새나루마을10단지","55.7700","202606","11","35,000","-","13","개인","개인","2022","시청대로 643","-","중개거래","세종","-"
"73","세종특별자치시  다정동","916","0916","0000","가온마을3단지","84.9687","202606","11","61,000","-","9","개인","개인","2018","다정북로 109","-","중개거래","세종","-"
"74","세종특별자치시  새롬동","558","0558","0000","새뜸마을10단지(더샵힐스테이트)","59.9604","202606","11","63,800","-","10","개인","개인","2017","새롬중앙로 90","-","중개거래","세종","-"
"75","세종특별자치시  새롬동","605","0605","0000","새뜸마을5단지(메이저시티)","59.9602","202606","11","60,000","-","26","개인","개인","2017","새롬중앙로 19","-","중개거래","세종","-"
"76","세종특별자치시  조치원읍 신흥리","398","0398","0000","신흥대우푸르지오","84.9228","202606","11","27,200","-","14","개인","개인","2006","도원1로 16","-","직거래","-","-"
"77","세종특별자치시  반곡동","1035","1035","0000","수루배마을6단지","72.5900","202606","11","44,500","-","5","개인","개인","2019","시청대로 598","-","직거래","-","-"
"78","세종특별자치시  대평동","700","0700","0000","해들마을5단지","59.9200","202606","11","39,500","-","14","개인","개인","2019","대평로 56","-","중개거래","세종","-"
