"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-22"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"10669","대구광역시 수성구 수성동1가","96-14","0096","0014","오성우방","전세","84.9950","202602","18","35,000","0","16","1993","신천동로 380","202602~202802","갱신","-","35,000","0","아파트"
"10670","대구광역시 동구 신천동","1514","1514","0000","동대구역더샵센터시티","월세","84.9464","202602","18","3,000","120","10","2022","동부로19길 18","202603~202803","신규","-","","","아파트"
"10671","대구광역시 북구 칠성동2가","2-5","0002","0005","침산1차푸르지오(2-5)","전세","96.8800","202602","18","39,000","0","24","2005","옥산로 103","202602~202702","갱신","-","50,000","0","아파트"
"10672","대구광역시 중구 수창동","178","0178","0000","대구역제일풍경채위너스카이","전세","84.8871","202602","18","30,000","0","12","2023","달성로26길 70","202603~202803","신규","-","","","아파트"
"10673","대구광역시 북구 복현동","241-1","0241","0001","복현블루밍브라운스톤명문세가","월세","85.0000","202602","18","3,152","37","11","2011","복현로 50","202603~202803","신규","-","","","아파트"
"10674","대구광역시 동구 신암동","193-1","0193","0001","73신암시영","월세","37.8200","202602","18","500","30","2","1975","신암남로 10","202602~202702","신규","-","","","아파트"
"10675","대구광역시 동구 신천동","1518","1518","0000","동대구역센트럴시티자이","전세","84.9866","202602","18","38,000","0","16","2022","송라로10길 33","202604~202804","신규","-","","","아파트"
"10676","대구광역시 동구 각산동","1030","1030","0000","대구혁신도시서한이다음2차","월세","84.9414","202602","18","2,000","95","6","2015","이노밸리로29길 34","202602~202702","갱신","-","2,000","95","아파트"
"10677","대구광역시 달서구 본리동","1238","1238","0000","달서푸르지오시그니처","전세","84.9918","202602","18","31,000","0","36","2026","와룡로 70","202603~202803","신규","-","","","아파트"
"10678","대구광역시 동구 각산동","1054","1054","0000","대구혁신엘에이치4단지","월세","59.7500","202602","18","2,000","68","12","2017","경안로 956","202602~202702","신규","-","","","아파트"
"10679","대구광역시 중구 태평로3가","221-5","0221","0005","힐스테이트대구역퍼스트","전세","84.9979","202602","18","22,800","0","41","2025","태평로 100","202603~202803","신규","-","","","아파트"
"10680","대구광역시 중구 태평로3가","221-5","0221","0005","힐스테이트대구역퍼스트","전세","84.6679","202602","18","27,000","0","5","2025","태평로 100","202603~202803","신규","-","","","아파트"
"10681","대구광역시 동구 신서동","518-13","0518","0013","남도","전세","82.6500","202602","18","8,000","0","3","1993","안심로 411-11","202603~202803","신규","-","","","아파트"
"10682","대구광역시 동구 신서동","833","0833","0000","영조퀸덤","전세","84.7886","202602","18","18,000","0","17","2009","신서로 72","202602~202802","신규","-","","","아파트"
"10683","대구광역시 수성구 노변동","742","0742","0000","수성알파시티청아람","전세","59.9460","202602","18","25,000","0","2","2021","알파시티2로 96","202605~202805","신규","-","","","아파트"
"10684","대구광역시 중구 삼덕동3가","383","0383","0000","삼덕청아람","전세","59.9890","202602","18","26,000","0","13","2013","달구벌대로447길 77","202602~202802","갱신","-","25,000","0","아파트"
"10685","대구광역시 수성구 노변동","742","0742","0000","수성알파시티청아람","전세","59.9460","202602","18","25,000","0","2","2021","알파시티2로 96","202605~202805","신규","-","","","아파트"
"10686","대구광역시 수성구 범어동","2272","2272","0000","범어에일린의뜰","전세","70.2513","202602","18","45,000","0","26","2021","청솔로14길 15","-","-","-","","","아파트"
"10687","대구광역시 중구 태평로3가","221-5","0221","0005","힐스테이트대구역퍼스트","전세","84.6679","202602","18","27,000","0","9","2025","태평로 100","202603~202803","신규","-","","","아파트"
"10688","대구광역시 수성구 범어동","2272","2272","0000","범어에일린의뜰","전세","84.9603","202602","18","52,000","0","26","2021","청솔로14길 15","202604~202804","신규","-","","","아파트"
"10689","대구광역시 중구 태평로3가","211-1","0211","0001","힐스테이트대구역퍼스트2차","전세","84.7934","202602","18","22,800","0","11","2025","태평로 101","202603~202803","신규","-","","","아파트"
"10690","대구광역시 북구 태전동","997-1","0997","0001","칠곡에덴타운","전세","84.9600","202602","18","16,400","0","2","1993","구암로22길 14","202602~202802","갱신","사용","17,000","0","아파트"
"10691","대구광역시 북구 동천동","880-3","0880","0003","칠곡화성타운2차","월세","41.6200","202602","17","500","42","2","1995","동천로 6","202604~202804","신규","-","","","아파트"
"10692","대구광역시 남구 봉덕동","1141","1141","0000","효성타운2차","월세","167.4700","202602","16","1,000","80","3","1989","효성중앙길 38","202602~202708","신규","-","","","아파트"
"10693","대구광역시 동구 신암동","259-5","0259","0005","동대구역엘크루더센트럴","전세","84.8460","202602","16","26,000","0","8","2024","신암남로 111","202603~202803","신규","-","","","아파트"
"10694","대구광역시 북구 복현동","539-1","0539","0001","복현화성","전세","85.0000","202602","16","17,000","0","18","1999","복현로 173","202602~202802","갱신","사용","18,000","0","아파트"
"10695","대구광역시 수성구 신매동","610","0610","0000","시지라온프라이빗","월세","84.9845","202602","16","3,000","135","18","2023","달구벌대로656길 32","202602~202802","갱신","-","3,000","130","아파트"
"10696","대구광역시 수성구 범어동","2291","2291","0000","수성범어W","전세","84.9974","202602","16","64,000","0","11","2023","달구벌대로 2436","202603~202802","신규","-","","","아파트"
"10697","대구광역시 북구 검단동","887-8","0887","0008","유성청구","월세","47.8500","202602","16","500","40","9","1992","검단로 115","202602~202802","신규","-","","","아파트"
"10698","대구광역시 북구 서변동","1766","1766","0000","영남네오빌블루","월세","84.7804","202602","16","2,000","65","4","2003","서변로 120","202604~202804","신규","-","","","아파트"
"10699","대구광역시 달서구 두류동","2369","2369","0000","두류역서한포레스트","전세","84.6984","202602","16","32,500","0","13","2025","야외음악당로47길 76","202603~202803","신규","-","","","아파트"
"10700","대구광역시 북구 태전동","1066","1066","0000","칠곡대백맨션","월세","84.9200","202602","16","4,000","50","4","1993","관음로 24","202604~202805","신규","-","","","아파트"
"10701","대구광역시 수성구 시지동","486","0486","0000","노변청구","전세","84.8600","202602","16","25,000","0","3","1996","시지로 21","202602~202802","신규","-","","","아파트"
"10702","대구광역시 동구 지묘동","1386","1386","0000","LH뉴웰시티","월세","59.9400","202602","16","3,000","63","4","2021","동화천로77길 30","202602~202802","갱신","-","300","60","아파트"
"10703","대구광역시 중구 교동","8","0008","0000","노마즈하우스","월세","13.0477","202602","16","300","33","16","2014","공평로 105","202602~202610","신규","-","","","아파트"
"10704","대구광역시 서구 평리동","1726","1726","0000","서대구역센텀화성파크드림","월세","84.9957","202602","15","2,000","110","24","2024","문화로 150","202603~202803","신규","-","","","아파트"
"10705","대구광역시 중구 계산동2가","100","0100","0000","미소시티","전세","157.2200","202602","15","43,500","0","18","2007","달구벌대로 2051","202606~202806","신규","-","","","아파트"
"10706","대구광역시 달서구 신당동","1846","1846","0000","성서주공2","전세","49.4400","202602","15","9,000","0","15","1995","신당로 55","202602~202802","신규","-","","","아파트"
"10707","대구광역시 수성구 수성동4가","1090-7","1090","0007","우방사랑마을","월세","34.4400","202602","15","500","50","7","1996","달구벌대로 2317","202604~202804","신규","-","","","아파트"
"10708","대구광역시 달서구 감삼동","707","0707","0000","빌리브스카이주상복합","전세","84.2622","202602","15","41,500","0","21","2022","와룡로 186","202603~202803","신규","-","","","아파트"
"10709","대구광역시 북구 칠성동2가","736","0736","0000","대구역유림노르웨이숲","전세","84.9167","202602","15","25,000","0","9","2017","칠성남로26길 11","-","-","-","","","아파트"
"10710","대구광역시 북구 칠성동2가","736","0736","0000","대구역유림노르웨이숲","전세","84.9167","202602","15","25,000","0","9","2017","칠성남로26길 11","202603~202803","갱신","사용","25,000","0","아파트"
"10711","대구광역시 수성구 범어동","320","0320","0000","경남타운","월세","115.6350","202602","15","10,000","80","1","1982","범어로 27","202603~202803","신규","-","","","아파트"
"10712","대구광역시 동구 신서동","540","0540","0000","아름다운나날2","월세","84.6688","202602","15","1,500","65","3","2003","동호로 88","202603~202803","신규","-","","","아파트"
"10713","대구광역시 달서구 상인동","1473","1473","0000","동방낙원","월세","46.3500","202602","15","1,000","40","1","1988","월곡로45길 49","202603~202803","신규","-","","","아파트"
"10714","대구광역시 달서구 상인동","150-11","0150","0011","상인역신일해피트리","전세","84.4800","202602","15","25,000","0","17","2007","월서로 31","202603~202803","신규","-","","","아파트"
"10715","대구광역시 달서구 상인동","1596","1596","0000","상인화성파크드림1단지","월세","134.0000","202602","15","5,000","120","3","2010","송현로7길 10","202603~202803","신규","-","","","아파트"
"10716","대구광역시 수성구 황금동","986","0986","0000","힐스테이트황금엘포레","전세","84.9899","202602","15","36,000","0","14","2022","청솔로 16","202606~202806","신규","-","","","아파트"
"10717","대구광역시 수성구 황금동","986","0986","0000","힐스테이트황금엘포레","전세","84.9899","202602","15","36,000","0","14","2022","청솔로 16","202605~202805","신규","-","","","아파트"
"10718","대구광역시 동구 신암동","1870","1870","0000","해링턴플레이스동대구","월세","74.9583","202602","15","2,000","112","5","2024","경대로 126","202603~202803","신규","-","","","아파트"
"10719","대구광역시 동구 신서동","885","0885","0000","보라","월세","59.5000","202602","15","500","35","5","1993","반야월북로53길 10","202602~202802","신규","-","","","아파트"
"10720","대구광역시 동구 신천동","143-2","0143","0002","현대하이페리온2단지","월세","166.2800","202602","15","3,000","200","24","2007","국채보상로 863","202604~202804","신규","-","","","아파트"
"10721","대구광역시 중구 태평로2가","41","0041","0000","힐스테이트대구역","전세","112.0073","202602","15","48,000","0","43","2023","태평로28길 13","202604~202804","신규","-","","","아파트"
"10722","대구광역시 중구 공평동","111","0111","0000","더샵동성로센트리엘","월세","84.7588","202602","15","3,000","135","31","2025","동성로3길 90","202602~202802","신규","-","","","아파트"
"10723","대구광역시 수성구 범어동","966-1","0966","0001","범어월드메르디앙웨스턴카운티","월세","132.6887","202602","15","3,000","180","8","2008","범어천로 200","202603~202803","신규","-","","","아파트"
"10724","대구광역시 중구 삼덕동2가","328","0328","0000","동성로SK리더스뷰","월세","84.9700","202602","15","3,000","150","38","2024","공평로 36","202603~202803","신규","-","","","아파트"
"10725","대구광역시 중구 남산동","3043","3043","0000","반월당역서한포레스트","전세","69.9124","202602","15","28,000","0","13","2022","중앙대로67길 11","202605~202805","신규","-","","","아파트"
"10726","대구광역시 북구 사수동","789","0789","0000","브라운스톤강북","월세","59.9600","202602","15","1,700","35","5","2015","내곡로 89","202603~202803","신규","-","","","아파트"
"10727","대구광역시 달성군 구지면 화산리","1105","1105","0000","대구국가산단반도유보라아이비파크3","월세","74.9638","202602","15","1,000","65","6","2020","국가산단북로34길 10","202603~202802","신규","-","","","아파트"
"10728","대구광역시 중구 대봉동","760","0760","0000","더샵리비테르2차","전세","74.5353","202602","15","38,100","0","3","2022","대봉로43길 22","202603~202803","신규","-","","","아파트"
"10729","대구광역시 달성군 화원읍 천내리","918","0918","0000","화원이진캐스빌","월세","71.0418","202602","15","2,000","90","23","2017","비슬로 2545","202603~202803","신규","-","","","아파트"
"10730","대구광역시 달서구 월성동","84","0084","0000","월성주공1(고층)","월세","59.3900","202602","15","2,000","30","14","1991","월곡로94길 30","202602~202702","신규","-","","","아파트"
"10731","대구광역시 달성군 유가읍 봉리","627","0627","0000","반도유보라","월세","70.0935","202602","14","1,000","80","4","2016","테크노대로 195","202604~202804","신규","-","","","아파트"
"10732","대구광역시 달성군 유가읍 봉리","605","0605","0000","호반베르디움","월세","73.9728","202602","14","2,000","80","12","2016","테크노대로5길 58","202603~202803","신규","-","","","아파트"
"10733","대구광역시 달성군 현풍읍 원교리","103","0103","0000","주공달성현풍","월세","46.7400","202602","14","300","25","1","1985","비슬로120길 13","202602~202702","신규","-","","","아파트"
"10734","대구광역시 달성군 구지면 창리","1447","1447","0000","모아미래도에듀퍼스트","전세","77.7974","202602","14","16,000","0","19","2021","국가산단대로70길 42","202603~202803","신규","-","","","아파트"
"10735","대구광역시 달성군 구지면 창리","1354","1354","0000","대구국가산단영무예다음","월세","67.7820","202602","14","1,000","60","24","2020","국가산단서로84길 118","202602~202802","신규","-","","","아파트"
"10736","대구광역시 달성군 구지면 응암리","1199","1199","0000","대구국가산단반도유보라아이비파크","월세","68.7539","202602","14","1,000","65","17","2017","과학마을로3길 14","202602~202802","신규","-","","","아파트"
"10737","대구광역시 달성군 다사읍 매곡리","1582","1582","0000","다사역금호어울림센트럴","전세","114.0310","202602","14","35,000","0","24","2023","다사로 71","202605~202805","신규","-","","","아파트"
"10738","대구광역시 달성군 다사읍 매곡리","1575","1575","0000","다사역삼정그린코아더베스트","전세","59.8348","202602","14","20,000","0","3","2021","매곡로14길 8","202603~202803","신규","-","","","아파트"
"10739","대구광역시 달서구 본동","747","0747","0000","빌리브클라쎄","월세","84.5900","202602","14","3,000","100","44","2023","와룡로 41","202603~202803","신규","-","","","아파트"
"10740","대구광역시 달서구 본동","616","0616","0000","월성주공5","월세","49.9400","202602","14","500","43","14","1992","구마로12길 89","202603~202803","신규","-","","","아파트"
"10741","대구광역시 중구 대봉동","777","0777","0000","대봉서한포레스트","전세","84.9646","202602","14","33,000","0","25","2022","대봉로 240","202605~202805","신규","-","","","아파트"
"10742","대구광역시 중구 대봉동","770","0770","0000","더샵리비테르1차","월세","59.8937","202602","14","2,000","105","19","2022","대봉로43길 21","202605~202805","신규","-","","","아파트"
"10743","대구광역시 달성군 다사읍 서재리","100","0100","0000","신성서화성파크드림","월세","84.8884","202602","14","1,500","70","20","2007","서재로27길 42","202603~202803","신규","-","","","아파트"
"10744","대구광역시 달성군 다사읍 서재리","1125","1125","0000","에코폴리스동화아이위시2차","월세","75.8536","202602","14","1,000","75","15","2016","서재로7길 23","202602~202802","신규","-","","","아파트"
"10745","대구광역시 달성군 다사읍 서재리","1131","1131","0000","에코폴리스동화아이위시3차","전세","76.4001","202602","14","17,000","0","25","2017","서재로7길 25","202604~202804","신규","-","","","아파트"
"10746","대구광역시 달성군 화원읍 천내리","918","0918","0000","화원이진캐스빌","전세","71.0418","202602","14","26,500","0","5","2017","비슬로 2545","202602~202802","갱신","-","28,000","0","아파트"
"10747","대구광역시 달성군 화원읍 본리리","113-1","0113","0001","대구본리그린빌","전세","84.6200","202602","14","19,000","0","7","2003","명천로 57","202603~202803","신규","-","","","아파트"
"10748","대구광역시 달성군 화원읍 본리리","113-1","0113","0001","대구본리그린빌","전세","75.6000","202602","14","16,000","0","7","2003","명천로 57","202604~202804","신규","-","","","아파트"
"10749","대구광역시 달성군 화원읍 본리리","113-1","0113","0001","대구본리그린빌","전세","84.6200","202602","14","19,000","0","7","2003","명천로 57","202604~202804","신규","-","","","아파트"
"10750","대구광역시 달성군 화원읍 본리리","113-1","0113","0001","대구본리그린빌","전세","75.6000","202602","14","17,000","0","7","2003","명천로 57","202604~202804","신규","-","","","아파트"
"10751","대구광역시 달성군 화원읍 명곡리","220","0220","0000","미래빌5단지","월세","59.4200","202602","14","1,000","53","9","2001","명천로 243","202602~202802","신규","-","","","아파트"
"10752","대구광역시 달성군 옥포읍 본리리","2590","2590","0000","미진이지비아","월세","74.4507","202602","14","1,000","65","14","2017","비슬로447길 56","202604~202804","신규","-","","","아파트"
"10753","대구광역시 달성군 유가읍 봉리","603","0603","0000","진아리채","월세","84.9495","202602","14","2,000","90","1","2016","테크노대로5길 79","202604~202803","신규","-","","","아파트"
"10754","대구광역시 달성군 유가읍 봉리","621","0621","0000","우미린더포레스트","월세","75.7137","202602","14","1,000","80","18","2015","테크노북로9길 16","202602~202801","갱신","-","1,000","75","아파트"
"10755","대구광역시 북구 국우동","1234","1234","0000","힐스테이트데시앙도남3단지","전세","84.9628","202602","14","32,000","0","15","2021","도남중앙로7길 7","202604~203004","신규","-","","","아파트"
"10756","대구광역시 달서구 본리동","196-1","0196","0001","본리롯데캐슬2차","월세","84.9860","202602","14","2,000","75","20","2009","대명천로 119","202603~202803","신규","-","","","아파트"
"10757","대구광역시 달서구 본리동","1234","1234","0000","두산위브더제니스센트럴달서","월세","84.9874","202602","14","2,000","105","10","2024","와룡로 80","202604~202803","신규","-","","","아파트"
"10758","대구광역시 달서구 본리동","1224","1224","0000","달서SKVIEW","전세","84.9676","202602","14","33,000","0","3","2024","용산로 40","202605~202805","신규","-","","","아파트"
"10759","대구광역시 달서구 본리동","1222","1222","0000","더샵달서센트럴","전세","84.9700","202602","14","30,000","0","12","2020","당산로 17","202604~202804","신규","-","","","아파트"
"10760","대구광역시 달서구 본리동","1224","1224","0000","달서SKVIEW","전세","84.9676","202602","14","33,000","0","3","2024","용산로 40","202605~202805","신규","-","","","아파트"
"10761","대구광역시 동구 신천동","148-4","0148","0004","현대하이페리온1단지","전세","129.2400","202602","14","30,000","0","12","2007","국채보상로 861","202602~202802","신규","-","","","아파트"
"10762","대구광역시 동구 신천동","622","0622","0000","신천휴먼시아6단지","전세","59.9100","202602","14","18,900","0","1","2011","송라로11길 39","202603~202803","갱신","사용","18,000","0","아파트"
"10763","대구광역시 동구 신천동","538-3","0538","0003","신천역까사밀라101동","월세","22.5900","202602","14","500","45","5","2015","동부로 29","202602~202702","신규","-","","","아파트"
"10764","대구광역시 동구 신천동","621","0621","0000","신천역센트럴리버파크","전세","84.8700","202602","14","25,000","0","12","2011","동부로 26","202603~202803","신규","-","","","아파트"
"10765","대구광역시 동구 신천동","101-16","0101","0016","신라맨션","전세","59.6400","202602","14","7,000","0","1","1978","장등로 42","202603~202803","갱신","-","7,000","0","아파트"
"10766","대구광역시 동구 신천동","645-1","0645","0001","우방푸른타운","월세","58.8300","202602","14","1,000","63","10","1996","국채보상로159길 41","202603~202703","신규","-","","","아파트"
"10767","대구광역시 중구 도원동","9","0009","0000","힐스테이트도원센트럴","전세","107.9800","202602","14","59,000","0","34","2024","태평로 50","202605~202805","신규","-","","","아파트"
"10768","대구광역시 달서구 상인동","113","0113","0000","상인e-편한세상1단지","월세","84.9228","202602","14","2,000","100","1","2008","월서로 14","202602~202802","신규","-","","","아파트"
"10769","대구광역시 달서구 상인동","42","0042","0000","보성은하","월세","84.9600","202602","14","2,000","85","12","1994","월곡로 320","202604~202804","신규","-","","","아파트"
"10770","대구광역시 중구 수창동","178","0178","0000","대구역제일풍경채위너스카이","전세","84.8871","202602","14","30,000","0","38","2023","달성로26길 70","202603~202803","신규","-","","","아파트"
"10771","대구광역시 수성구 신매동","579","0579","0000","천마타운","전세","121.0400","202602","14","30,000","0","7","1994","신매로 71","202605~202805","신규","-","","","아파트"
"10772","대구광역시 중구 남산동","3030","3030","0000","남산자이하늘채","월세","84.6611","202602","14","5,000","110","9","2022","명덕로 33","202603~202803","신규","-","","","아파트"
"10773","대구광역시 중구 남산동","2466-1","2466","0001","보성황실타운","월세","84.9850","202602","14","2,000","75","23","1993","남산로13길 17","202603~202803","신규","-","","","아파트"
"10774","대구광역시 중구 남산동","3049","3049","0000","청라힐스자이","월세","75.3303","202602","14","2,000","122","19","2023","남산로 73","202604~202804","신규","-","","","아파트"
"10775","대구광역시 중구 남산동","3020","3020","0000","남산롯데캐슬센트럴스카이","월세","84.9532","202602","14","3,000","140","24","2021","재마루길 77","202602~202802","신규","-","","","아파트"
"10776","대구광역시 중구 남산동","2991","2991","0000","청라센트럴파크","월세","108.6300","202602","14","3,000","110","1","2008","달구벌대로 1970","202603~202802","신규","-","","","아파트"
"10777","대구광역시 중구 남산동","3030","3030","0000","남산자이하늘채","월세","84.6611","202602","14","5,000","110","9","2022","명덕로 33","202604~202804","신규","-","","","아파트"
"10778","대구광역시 중구 남산동","3020","3020","0000","남산롯데캐슬센트럴스카이","월세","84.9371","202602","14","3,000","150","3","2021","재마루길 77","202602~202802","신규","-","","","아파트"
"10779","대구광역시 중구 남산동","3030","3030","0000","남산자이하늘채","월세","59.1983","202602","14","2,000","110","11","2022","명덕로 33","202604~202704","갱신","사용","2,000","110","아파트"
"10780","대구광역시 중구 남산동","938-1","0938","0001","반월당역반도유보라","전세","84.9786","202602","14","33,000","0","25","2025","달구벌대로 2082","202604~202804","신규","-","","","아파트"
"10781","대구광역시 남구 이천동","1177","1177","0000","대봉교역태왕아너스","월세","84.9511","202602","14","2,000","110","14","2023","대봉로30길 15","202603~202803","신규","-","","","아파트"
"10782","대구광역시 북구 팔달동","145","0145","0000","대백인터빌","월세","84.9500","202602","14","2,000","65","13","2002","작원길 25","202603~202803","신규","-","","","아파트"
"10783","대구광역시 수성구 시지동","591","0591","0000","수성알파시티동화아이위시","월세","84.9140","202602","14","20,000","90","4","2019","알파시티2로 48","202604~202804","신규","-","","","아파트"
"10784","대구광역시 수성구 황금동","272","0272","0000","신천지타운","월세","84.9950","202602","14","3,500","75","11","1991","청호로46길 16","202603~202803","신규","-","","","아파트"
"10785","대구광역시 수성구 황금동","986","0986","0000","힐스테이트황금엘포레","전세","84.9899","202602","14","36,000","0","14","2022","청솔로 16","202606~202806","신규","-","","","아파트"
"10786","대구광역시 동구 신암동","1870","1870","0000","해링턴플레이스동대구","월세","59.9469","202602","14","2,000","110","12","2024","경대로 126","202602~202802","신규","-","","","아파트"
"10787","대구광역시 동구 신암동","1881","1881","0000","동대구더센트로데시앙","월세","84.9633","202602","14","2,000","126","19","2023","신암로20길 63","202605~202804","갱신","사용","2,000","120","아파트"
"10788","대구광역시 동구 신암동","259-5","0259","0005","동대구역엘크루더센트럴","전세","84.8460","202602","14","26,000","0","8","2024","신암남로 111","202603~202803","신규","-","","","아파트"
"10789","대구광역시 수성구 황금동","99-1","0099","0001","태왕아너스","전세","123.0051","202602","14","73,000","0","6","2004","청호로 345","202604~202804","신규","-","","","아파트"
"10790","대구광역시 북구 침산동","1750","1750","0000","침산동2차쌍용예가","월세","75.6263","202602","14","2,000","90","5","2013","성북로9길 12","202604~202804","신규","-","","","아파트"
"10791","대구광역시 수성구 범어동","2277","2277","0000","힐스테이트범어센트럴","전세","84.9600","202602","14","47,000","0","27","2022","상록로 80","202602~202702","갱신","사용","47,000","0","아파트"
"10792","대구광역시 북구 매천동","750","0750","0000","한신더휴웨스턴팰리스","월세","69.9802","202602","14","2,000","110","22","2019","매전로4길 32","202603~202803","신규","-","","","아파트"
"10793","대구광역시 수성구 범어동","179","0179","0000","두산위브더제니스","월세","146.9701","202602","14","30,000","300","34","2009","달구벌대로 2435","202603~202803","갱신","-","25,000","300","아파트"
"10794","대구광역시 수성구 만촌동","1429-5","1429","0005","메트로팔레스5","전세","74.9100","202602","14","26,500","0","15","2003","동원로 100","202603~202803","신규","-","","","아파트"
"10795","대구광역시 수성구 만촌동","1489","1489","0000","만촌자이르네","전세","84.8723","202602","14","44,000","0","14","2023","교학로19길 19","202602~202802","갱신","사용","42,000","0","아파트"
"10796","대구광역시 수성구 만촌동","1483","1483","0000","만촌삼정그린코아에듀파크","전세","84.9740","202602","14","49,300","0","20","2019","교학로 65","202602~202802","갱신","사용","47,000","0","아파트"
"10797","대구광역시 수성구 만촌동","1039-4","1039","0004","수성아크로타워","월세","127.5285","202602","14","30,000","180","10","2008","달구벌대로 2570","202603~202903","신규","-","","","아파트"
"10798","대구광역시 수성구 만촌동","1040-1","1040","0001","해링턴플레이스만촌","전세","84.0312","202602","14","50,000","0","8","2023","청호로 490","202602~202802","신규","-","","","아파트"
"10799","대구광역시 수성구 범어동","320","0320","0000","경남타운","월세","84.5500","202602","14","3,000","70","6","1982","범어로 27","202602~202802","신규","-","","","아파트"
"10800","대구광역시 수성구 범어동","2291","2291","0000","수성범어W","전세","84.9974","202602","14","51,450","0","46","2023","달구벌대로 2436","202603~202803","갱신","사용","49,000","0","아파트"
"10801","대구광역시 수성구 범어동","238-46","0238","0046","우방3차범어타운","월세","75.7050","202602","14","3,000","75","3","1984","달구벌대로492길 12","202604~202804","신규","-","","","아파트"
"10802","대구광역시 달서구 죽전동","279-5","0279","0005","죽전대림","월세","47.6200","202602","14","500","53","2","1985","죽전1길 19","202602~202802","신규","-","","","아파트"
"10803","대구광역시 수성구 범어동","790-10","0790","0010","범어역풀비체투인원","월세","30.5895","202602","14","1,000","60","7","2014","동대구로59길 14-1","202603~202703","신규","-","","","아파트"
"10804","대구광역시 북구 읍내동","1449","1449","0000","학정역효성해링턴플레이스","전세","84.7997","202602","14","25,000","0","5","2018","관음로 295","202603~202803","신규","-","","","아파트"
"10805","대구광역시 북구 읍내동","1449","1449","0000","학정역효성해링턴플레이스","전세","84.9090","202602","14","25,000","0","20","2018","관음로 295","202603~202803","신규","-","","","아파트"
"10806","대구광역시 동구 지묘동","215","0215","0000","팔공보성1차","월세","59.8500","202602","14","1,000","45","7","1994","팔공로 489","202602~202702","신규","-","","","아파트"
"10807","대구광역시 수성구 신매동","570","0570","0000","시지삼주한라협화","전세","59.8800","202602","14","13,500","0","13","1994","신매로 91","202603~202803","갱신","사용","13,000","0","아파트"
"10808","대구광역시 수성구 신매동","579","0579","0000","천마타운","전세","121.0400","202602","14","30,000","0","7","1994","신매로 71","202604~202804","신규","-","","","아파트"
"10809","대구광역시 수성구 신매동","10-31","0010","0031","한라하우젠트","전세","84.8212","202602","14","24,000","0","14","2006","달구벌대로 3310","202602~202802","갱신","사용","23,000","0","아파트"
"10810","대구광역시 중구 태평로3가","177-3","0177","0003","대구역경남센트로팰리스","월세","84.1638","202602","14","3,000","90","20","2022","태평로 47","202603~202803","신규","-","","","아파트"
"10811","대구광역시 달서구 두류동","2348","2348","0000","두류파크KCC스위첸","전세","59.9700","202602","14","21,000","0","8","2023","파도고개로 70","202605~202805","신규","-","","","아파트"
"10812","대구광역시 수성구 매호동","1331","1331","0000","하나타운","전세","49.9200","202602","14","12,000","0","7","1995","고산로 123","202603~202803","갱신","-","12,000","0","아파트"
"10813","대구광역시 수성구 매호동","1331","1331","0000","하나타운","월세","45.6900","202602","14","1,000","48","3","1995","고산로 123","202602~202702","신규","-","","","아파트"
"10814","대구광역시 수성구 매호동","1324","1324","0000","두레타운","월세","39.9000","202602","14","500","43","11","1995","천을로 131","202602~202802","신규","-","","","아파트"
"10815","대구광역시 북구 관음동","1370","1370","0000","칠곡한양2","전세","41.2650","202602","14","7,850","0","10","1993","구암로 17","202602~202802","갱신","-","8,000","0","아파트"
"10816","대구광역시 달서구 도원동","1440","1440","0000","아람마을","월세","59.6300","202602","14","1,000","50","19","1997","한실로 30","202602~202802","신규","-","","","아파트"
"10817","대구광역시 수성구 매호동","1055","1055","0000","시지협화타운2","전세","84.8400","202602","14","17,000","0","13","1996","천을로 181","202603~202803","신규","-","","","아파트"
"10818","대구광역시 동구 봉무동","1530","1530","0000","대구이시아폴리스더샵3차","전세","96.8600","202602","14","30,000","0","13","2013","팔공로51길 10","202605~202805","신규","-","","","아파트"
"10819","대구광역시 북구 동천동","872","0872","0000","보성서한타운","전세","42.6800","202602","14","8,400","0","14","1995","팔거천동로 104","202603~202803","신규","-","","","아파트"
"10820","대구광역시 수성구 신매동","245","0245","0000","신매보성타운","전세","46.6100","202602","14","9,500","0","2","1997","달구벌대로651길 23","202604~202804","신규","-","","","아파트"
